Tiktok ID,TikTok_Video_ID,Hashtag_Seed,Author,Caption,Hashtags,Like_Count,Comment_Count,Share_Count,Upload_Date,URL,,,,,,,,,,
TT0212,7514456221269740856,kbeauty,royli_flash,#vtcosmetics #skincarecoreano #cosmeticacoreana #reedleshot#kbeauty#skinbooster#glassskin#microneeding@vtcosmetics_latam @VT Cosmetics US,"cosmeticacoreana,glassskin,kbeauty,microneeding,reedleshot,skinbooster,skincarecoreano,vtcosmetics",101000,1356,552,,https://www.tiktok.com/@royli_flash/video/7514456221269740856,,,,,,,,,,
TT0213,7551070498365377822,kbeauty,bmekween,"Back at @PlayLab Beauty to answer your questions and stock up on products I need.

Use code BMEKWEEN10 for 10% off your first purchase

Cleanser: @COSRX Official morning cleanser
Toner: @Beauty of Joseon Green Plain AHA Toner
Moisturizer: @ROUND LAB Birch Tree Sap Moisturizer
Sunscreen: Beauty of Joseon Relief Sun Aquafresh
#koreanskincare #koreanskincareproducts #kbeauty","kbeauty,koreanskincare,koreanskincareproducts",66,4,2,,https://www.tiktok.com/@bmekween/video/7551070498365377822,,,,,,,,,,
TT0214,7498746834261871918,kbeauty,paulinejchoii,Thank u to my mom @Yadah - Korean Cosmetics #koreanmomskincare #momskincare #busanmom #dullskin #Yadah #Organcell #enlargedpores #cloggedpores #PoreCleanser #WalnutCleanser #minimizepores #bobacream #hyaluronicacid #bloomkare @Bloomkare,"bloomkare,bobacream,busanmom,cloggedpores,dullskin,enlargedpores,hyaluronicacid,koreanmomskincare,minimizepores,momskincare,organcell,porecleanser,walnutcleanser,yadah",157200,315,1455,,https://www.tiktok.com/@paulinejchoii/video/7498746834261871918,,,,,,,,,,
TT0215,7523959294488792327,kbeauty,chxrry.glowy,Gum cleanser??____ #saekdong #pumpkingumcleanser #amazonfinds #koreanskincare #skincareproducts #koreangirl #pore #blackheads #foryou #tiktokmademebuyit,"amazonfinds,blackheads,foryou,koreangirl,koreanskincare,pore,pumpkingumcleanser,saekdong,skincareproducts,tiktokmademebuyit",8799,94,372,,https://www.tiktok.com/@chxrry.glowy/video/7523959294488792327,,,,,,,,,,
TT0216,7459217293994724654,kbeauty,_kazzuu,"GURWM__ @Mixsoon US Official #mixsoon #doublecleansing #koreanskincare #glassskin #skintok #kbeauty #kbeautytok #mixsoondoublecleansing
#mixsooncleansingoil #mixsooncleansingfoam #skincareroutine #kbeautyaddict","doublecleansing,glassskin,kbeauty,kbeautyaddict,kbeautytok,koreanskincare,mixsoon,mixsooncleansingfoam,mixsooncleansingoil,mixsoondoublecleansing,skincareroutine,skintok",289200,640,3370,,https://www.tiktok.com/@_kazzuu/video/7459217293994724654,,,,,,,,,,
TT0217,7532150267496664336,kbeauty,amyflamy1,"No makeup???
Products: salmon toner&cream
@Heveblue Cosmetics
#heveblue #salmoncaringcentellaline #pdrn #salmondna #salmoneggs #glassskin #kbeauty #koreanskincare #skincareroutine #skincaretips #kpop","glassskin,heveblue,kbeauty,koreanskincare,kpop,pdrn,salmoncaringcentellaline,salmondna,salmoneggs,skincareroutine,skincaretips",144000,670,2236,,https://www.tiktok.com/@amyflamy1/video/7532150267496664336,,,,,,,,,,
TT0218,7489052484225322246,kbeauty,leeskincare7,"Most sold ones in Korea
According to hwahae app (biggest kbeauty review platform)

#koreanskincare #skincare #skintok #koreanskincareproducts #retinolskincare #skincaretips #hwahae","hwahae,koreanskincare,koreanskincareproducts,retinolskincare,skincare,skincaretips,skintok",30800,219,974,,https://www.tiktok.com/@leeskincare7/video/7489052484225322246,,,,,,,,,,
TT0219,7549420228472507662,kbeauty,glow7009,My friends thought I got work done on my face thanks to these Korean beauty tips.. #beautytips #skincaretips #beauty #glowuptips #koreanbeauty #kbeauty #skincare #creatorsearchinsights,"beauty,beautytips,creatorsearchinsights,glowuptips,kbeauty,koreanbeauty,skincare,skincaretips",117,60,59,,https://www.tiktok.com/@glow7009/video/7549420228472507662,,,,,,,,,,
TT0220,7505368604196523286,kbeauty,itsparischanel,Do you see what I see?!______ #kbeauty #koreanskincare,"kbeauty,koreanskincare",17400,106,166,,https://www.tiktok.com/@itsparischanel/video/7505368604196523286,,,,,,,,,,
TT0221,7479056047760510210,kbeauty,lailapaul7,Cooling skin routine __ #skincare #asmr #kbeauty @CheekyGlo @Arencia @TOCOBO,"asmr,kbeauty,skincare",187200,715,2081,,https://www.tiktok.com/@lailapaul7/video/7479056047760510210,,,,,,,,,,
TT0222,7442701625434721544,kbeauty,itsedonna,"How NOT to use a cushion foundation __ i am sorry @AMUSE for ruining your cushion foundation
#makeupfail #kbeautymakeup #fyp #fails #cushionfoundation #koreanmakeup #amusemakeup #viralmakeup","amusemakeup,cushionfoundation,fails,fyp,kbeautymakeup,koreanmakeup,makeupfail,viralmakeup",479000,1744,9667,,https://www.tiktok.com/@itsedonna/video/7442701625434721544,,,,,,,,,,
TT0223,7394059372051057936,kbeauty,klaairrr,"I WAS LITERALLY SCREAMING WHEN I SAW THAT IT WAS REALLY HER ONG, ILY @heartsfor.kbeauty #kbeauty #wonyoungism #kbeautyskincare #koreanskincare #skincare","kbeauty,kbeautyskincare,koreanskincare,skincare,wonyoungism",153500,1122,500,,https://www.tiktok.com/@klaairrr/video/7394059372051057936,,,,,,,,,,
TT0224,7502247330511375624,kbeauty,laneige_kr,"_____ _____ _______ __ ___ WORLDWIDE MEWY AND JIN __

#___ #LANEIGE #____ #__ #MEWY #_ #JIN #kbeauty #koreanskincareproducts #koreanskincare #kbeautyskincare #fyp","fyp,jin,kbeauty,kbeautyskincare,koreanskincare,koreanskincareproducts,laneige,mewy,네오쿠션,라네즈,뮤이,진",94400,1869,2412,,https://www.tiktok.com/@laneige_kr/video/7502247330511375624,,,,,,,,,,
TT0225,7450465884176485674,kbeauty,_lilyis,"if you dont know which cleanser works for you, definitely try out the WHIPPED discovery kit which comes with 4 trial sizes of each cleanser for you to try! and for the first 500 people, you�ll also be getting their holiday pouch with it and you can get it on amazon! #whippedpartner

#doublecleansing #whippedcleanser #skincaretiktok #glassskin #kbeauty #skincaretips #skincareroutine #skincareempties #kbeautyfinds #kbeautyproducts #koreanskincaretips #koreanskincaretiktok #koreanbeauty #skincareforbeginners #glowyskin","doublecleansing,glassskin,glowyskin,kbeauty,kbeautyfinds,kbeautyproducts,koreanbeauty,koreanskincaretiktok,koreanskincaretips,skincareempties,skincareforbeginners,skincareroutine,skincaretiktok,skincaretips,whippedcleanser,whippedpartner",128500,584,6796,,https://www.tiktok.com/@_lilyis/video/7450465884176485674,,,,,,,,,,
TT0226,7353004539219299627,kbeauty,saeraei,"These are literally some of my favorites! I totally recommend __
#makeup #kpop #fyp #kpopfyp #foryou #foryoupage #aesthetic #makeup #koreanmakeup #kbeauty #wonyoung","aesthetic,foryou,foryoupage,fyp,kbeauty,koreanmakeup,kpop,kpopfyp,makeup,wonyoung",29900,202,784,,https://www.tiktok.com/@saeraei/video/7353004539219299627,,,,,,,,,,
TT0227,7517645107953208608,kbeauty,blueyoobin,"4-step glass skincare _

Anua Heartleaf Pore Control Cleansing Oil
Anua Heartleaf Pore Cleansing Foam
Anua Heartleaf 77% Soothing Toner
Anua Niacinamide 10% + TXA 4% Serum

@anua_global #anua #doublecleansing
#doublecleanse #anuacleansingoil #cleansingoil #makeupremover
#cleansing #koreanskincare #glassskin #glowyskin #pores #cloggedpores
#skincareroutine #koreanskincare #ulta #ultaskintok #sephora","anua,anuacleansingoil,cleansing,cleansingoil,cloggedpores,doublecleanse,doublecleansing,glassskin,glowyskin,koreanskincare,makeupremover,pores,sephora,skincareroutine,ulta,ultaskintok",149800,747,10700,,https://www.tiktok.com/@blueyoobin/video/7517645107953208608,,,,,,,,,,
TT0228,7546231228844854536,kbeauty,crystabel_,What should I rate next? __ [not sponsored!] @medicube_SG @biodance_official #koreanskincare #koreanbeauty #kbeauty #tonerpads #skincareroutine,"kbeauty,koreanbeauty,koreanskincare,skincareroutine,tonerpads",8258,141,237,,https://www.tiktok.com/@crystabel_/video/7546231228844854536,,,,,,,,,,
TT0229,7407030299122601217,kbeauty,.blissdiaries,dont put me on the spot like that __________|| happy 19k!! i love u all smm______ || #fyp#foryou#wonyoungism #wonyoung#kbeauty#kbeautymakeup#kbeautyskincare#makeup#skincare#koreanmakeup#koreanskincare#relatable#girlthings#girlhood #yesstyle#yesstyleinfluencers #douyin#kpop#kpopfyp #xyzbca #fyp_,"douyin,foryou,fyp,fypシ,girlhood,girlthings,kbeauty,kbeautymakeup,kbeautyskincare,koreanmakeup,koreanskincare,kpop,kpopfyp,makeup,relatable,skincare,wonyoung,wonyoungism,xyzbca,yesstyle,yesstyleinfluencers",97200,1345,2943,,https://www.tiktok.com/@.blissdiaries/video/7407030299122601217,,,,,,,,,,
TT0230,7532522399367974160,kbeauty,amyflamy1,Amisim___ Routine #grwm #gurwm #gurwmroutine #grwmroutine #skincare #skincareroutine #cheapskincare #koreanskincare #kpop,"cheapskincare,grwm,grwmroutine,gurwm,gurwmroutine,koreanskincare,kpop,skincare,skincareroutine",350200,1345,4709,,https://www.tiktok.com/@amyflamy1/video/7532522399367974160,,,,,,,,,,
TT0231,7551126016488492343,kbeauty,kbeautymom,"We want to make sure they all get out with enough time for you to try them out!! ______

One of the hardest parts of a K-beauty business is skincare and makeup products expire. We have to ensure we have plenty of time between time of purchase and expiration date left for our customers __

#olivekollection #smallbusinessfail #kbeautyshop #koreanskincarehaul #koreanskincareproducts","kbeautyshop,koreanskincarehaul,koreanskincareproducts,olivekollection,smallbusinessfail",184,7,37,,https://www.tiktok.com/@kbeautymom/video/7551126016488492343,,,,,,,,,,
TT0232,7360711487578459434,kbeauty,ghoul.in.japan,goth kbeauty lippies. the nana vibes are unreal ____ #kbeauty #dinto #gothmakeup #asianbeauty @dinto_cosmetic @fwee_makeup @Keepintouch #fwee,"asianbeauty,dinto,fwee,gothmakeup,kbeauty",303300,707,11200,,https://www.tiktok.com/@ghoul.in.japan/video/7360711487578459434,,,,,,,,,,
TT0233,7551140958566452494,kbeauty,tii_sings,You need this in your life I promise @K Beauty Lab #koreanskincare #korean #skincare #acne #hawaiitiktok,"acne,hawaiitiktok,korean,koreanskincare,skincare",339,2,3,,https://www.tiktok.com/@tii_sings/video/7551140958566452494,,,,,,,,,,
TT0234,7551145481863236895,kbeauty,witchy.lashes,#marshallsfinds #KBeauty #KoreanSkincare #glassskin #glassskinroutine,"glassskin,glassskinroutine,kbeauty,koreanskincare,marshallsfinds",203,231,478,,https://www.tiktok.com/@witchy.lashes/video/7551145481863236895,,,,,,,,,,
TT0235,7473230663089622318,kbeauty,skin_carebyshade,"In 2 weeks?????__
Product name : @SKIN1004 US Tone brightening capsule ampoule
@__1004 Korea
#skin1004 #tonebrightening #darkspot #spoteraser #acnescars #hyperpigmentation #glassskin #glowyskin #oneskincare #centella #niacinamide #kbeauty #skincare #cleanskincare #skintips #clearskin #discoloration","acnescars,centella,cleanskincare,clearskin,darkspot,discoloration,glassskin,glowyskin,hyperpigmentation,kbeauty,niacinamide,oneskincare,skin1004,skincare,skintips,spoteraser,tonebrightening",1600000,10500,33000,,https://www.tiktok.com/@skin_carebyshade/video/7473230663089622318,,,,,,,,,,
TT0236,7475001654987820289,kbeauty,amyflamy1,"Solution for Dry Skin Girlies!__
You can get them on Amazon
#iunik #iunikpartner #grwm #grwmroutine #gurwm #gurwmroutine #skincare #skincareroutine #skincaretips #koreanskincare #iunikbetaglucan, #betaglucan, #iunik3xbarrier","betaglucan,grwm,grwmroutine,gurwm,gurwmroutine,iunik,iunik3xbarrier,iunikbetaglucan,iunikpartner,koreanskincare,skincare,skincareroutine,skincaretips",82900,428,1034,,https://www.tiktok.com/@amyflamy1/video/7475001654987820289,,,,,,,,,,
TT0237,7543311965155003671,kbeauty,skincupid,"There are so many serums out there, but which ones do Koreans actually love?
We went on a little skincare investigation in Korea, and here are the top picks we found__

__PARNELL Cicamanu 92 Serum
__PURCELL PIXCELL BIOM� 2BILLION
__S.NATURE Aqua Squalane Serum
__MEDICUBE Collagen PDRN Pink Peptide Serum
__VT Reedle Shot

#serum #kbeauty #koreanskincare #skincupid","kbeauty,koreanskincare,serum,skincupid",28400,151,3286,,https://www.tiktok.com/@skincupid/video/7543311965155003671,,,,,,,,,,
TT0238,7548899960620584212,kbeauty,sunoolixys,Night time skincare routine with k-beauty products #kbeauty #koreanskincare #selfcare #wonyoungism #wonyoung,"kbeauty,koreanskincare,selfcare,wonyoung,wonyoungism",515,23,75,,https://www.tiktok.com/@sunoolixys/video/7548899960620584212,,,,,,,,,,
TT0239,7398851871118478624,kbeauty,.m.egan,"wonyoungism pink skincare routine that makes your skin bounce back ___�____�___
real #jelloskin!!!
�
�
�
�

_�__
#glowyskin #glassskin #medicube #aprilskin #kbeauty #pink #wonyoungism @APRILSKIN @medicube_official @NEOGEN GLOBAL @anua_us","aprilskin,glassskin,glowyskin,jelloskin,kbeauty,medicube,pink,wonyoungism",114000,1451,2962,,https://www.tiktok.com/@.m.egan/video/7398851871118478624,,,,,,,,,,
TT0240,7451610829172034824,kbeauty,tatiencorea,"Les traigo una rutina COMPLETA con mis productos favoritos de Mixsoon (paso por paso).

Si desean conseguir los productos est�n con SUPER DESCUENTO ahorita en AMAZON (les dej� un enlace en mi perfil).

__ Verifiquen que el nombre del vendedor sea el mismo nombre de la marca: Mixsoon para evotar comprar COPIAS __

Productos:
_ Bean Cleansing Oil
_ Centella Cleansing Foam
_ Bean essence
_ Glacier Water Hyaluronic Acid Serum
_ Soyben Milk Serum
_ Bean cream

Marca:
_ Mixsoon @mixsoon.us

#mixsoon #koreanskincare #glassskin #TikTokMadeMeBuyIt #skintok #kbeauty #kbeautytok #mixsoonbeanessence #beanessence #veganmucin #snailmucin #skincareroutine #kbeautyaddict #rutinacoreana #skincarecoreano #pielgrasa #amazon #pielmixta #pielseca #exfoliante #exfoliantefacial #pielsuave #pielsana #rutinadenoche #rutinadeskincare #espa�ol #coreana","amazon,beanessence,coreana,español,exfoliante,exfoliantefacial,glassskin,kbeauty,kbeautyaddict,kbeautytok,koreanskincare,mixsoon,mixsoonbeanessence,pielgrasa,pielmixta,pielsana,pielseca,pielsuave,rutinacoreana,rutinadenoche,rutinadeskincare,skincarecoreano,skincareroutine,skintok,snailmucin,tiktokmademebuyit,veganmucin",5500000,45400,489600,,https://www.tiktok.com/@tatiencorea/video/7451610829172034824,,,,,,,,,,
TT0241,7437754353252977928,kbeauty,song0330_15,"__ ___(?) Get ready with me!
.
.
.
#____ #__ #fyp #getreadywithme #korean #koreanskincare #koreabeauty #kbeauty #________ #makeup #makeuptutorial #_____","fyp,getreadywithme,kbeauty,koreabeauty,korean,koreanskincare,makeup,makeuptutorial,겟레디윗미,메이크업,메이크업튜토리얼,헤어",107200,620,2326,,https://www.tiktok.com/@song0330_15/video/7437754353252977928,,,,,,,,,,
TT0242,7470232308671417622,kbeauty,its_lisayo,"My Korean Skincare Holy Grails I�d bring to Singles Inferno 4 ______

You can get them on @YesStyle and Amazon linked in my Bio with @YesStyleInfluencers Rewardscode LISAYO25 you get extra 5% off __

Products __

@skinfood_global Potato Madecassoside Pad ____

@delphyr_official Liposome Waterful Bubble Toner ____

@Purcell Pixcell Biom Ampoule __

Fation Nosca9 Trouble Serum _______

Demaf Panthenol 30% Wonder Drops Ampoule ____

@VT Cosmetics US PDRN 100 essence ____

@PURITO SEOUL Mighty Bamboo Panthenol Cream ____

Fromrier EGF Cica Water Sun Ampoule ____ available at Olive Young LISAYO30 for %off

#koreanskincare #holygrail #singlesinferno #kbeautyskincare #yesstyle #skincarereview #singlesinferno4 #leesian #fation #purito #glassskin","fation,glassskin,holygrail,kbeautyskincare,koreanskincare,leesian,purito,singlesinferno,singlesinferno4,skincarereview,yesstyle",30800,783,5567,,https://www.tiktok.com/@its_lisayo/video/7470232308671417622,,,,,,,,,,
TT0243,7529359196442103058,kbeauty,mis.b3,"Where is the product�?__

#joke #YesStyle #YesStyleInfluencers #wonyoungism #wonyoung #fyp #kbeauty #koreanmakeup #kbeautymakeup #korea #grwm #koreanbeauty #fyp #foryou","foryou,fyp,grwm,joke,kbeauty,kbeautymakeup,korea,koreanbeauty,koreanmakeup,wonyoung,wonyoungism,yesstyle,yesstyleinfluencers",7251,743,139,,https://www.tiktok.com/@mis.b3/video/7529359196442103058,,,,,,,,,,
TT0244,7518268642602110238,kbeauty,koreanskincareunni,"Korean skincare toner review!
#skincare #koreanskincare #kbeauty #kbeautyskincare #toners #skinflooding #laneige #celimax #somebymi #genabelle #acwell #imfrommugwortessence #cosrx #tirtir #snature #abib #eqqualberry","abib,acwell,celimax,cosrx,eqqualberry,genabelle,imfrommugwortessence,kbeauty,kbeautyskincare,koreanskincare,laneige,skincare,skinflooding,snature,somebymi,tirtir,toners",26800,953,1317,,https://www.tiktok.com/@koreanskincareunni/video/7518268642602110238,,,,,,,,,,
TT0245,7362249715334909202,kbeauty,jeracoolio,"use my code WXDLGT on yesstyle for $$ off !
Stay tuned for part 2 :))
#yesstyle #yesstylehaul #hugeyesstylehaul #kbeauty #kmakeup #romand #liptint #koreanskincare #koreanmakeup #yesstyleinfluencers #yesstylecode #yesstyleskincare #yesstylemakeup","hugeyesstylehaul,kbeauty,kmakeup,koreanmakeup,koreanskincare,liptint,romand,yesstyle,yesstylecode,yesstylehaul,yesstyleinfluencers,yesstylemakeup,yesstyleskincare",50000,467,1492,,https://www.tiktok.com/@jeracoolio/video/7362249715334909202,,,,,,,,,,
TT0246,7515196437634796805,kbeauty,shopdamaofficial,"Don�t buy PDRN skincare UNTIL YOU WATCH THIS __

PDRN is trending in K-beauty�but not all PDRN products are created equal __

Here�s a few tips to find the best ones____

__ Look for salmon-derived PDRN: it's the most effective for real skin regeneration and collagen repair __

_____ Avoid products with less than 1,000 ppm � they likely won�t deliver visible results cause there�s barely any of the active ingredient _

Try products like the HEVEBLUE Salmon Caring Centella Ampoule with 10,000 ppm for actual skin benefits _

Don�t fall for low concentration hype!! Know your ingredients, and shop smart ____

#pdrn #koreanskincare #kbeautyskincare","kbeautyskincare,koreanskincare,pdrn",25300,274,1869,,https://www.tiktok.com/@shopdamaofficial/video/7515196437634796805,,,,,,,,,,
TT0247,7355998666131246378,kbeauty,milma.finds,What you�re really missing in your skincare routine #collagenpeptides #collgenpowder #hylauronicacid #skincare #kbeauty,"collagenpeptides,collgenpowder,hylauronicacid,kbeauty,skincare",137700,1632,8058,,https://www.tiktok.com/@milma.finds/video/7355998666131246378,,,,,,,,,,
TT0248,7551119741130149175,kbeauty,1sacastillo3,Love the bubbles __ _ @Demaf Store US @BAZZAAL #skincareroutine #glassskin #demaf #koreanskincare #kbeauty,"demaf,glassskin,kbeauty,koreanskincare,skincareroutine",103,24,1,,https://www.tiktok.com/@1sacastillo3/video/7551119741130149175,,,,,,,,,,
TT0249,7524283133357870344,kbeauty,s0yy44,"usual everyday #grwm __

@glow blemish balm and concealers
@Judydoll Singapore contour and highlight
@Unleashia Official palette
#aou blush
@AMUSE Seoul tint

#kbeautymakeup #makeup #kbeauty #everydaymakeup","aou,everydaymakeup,grwm,kbeauty,kbeautymakeup,makeup",97200,156,1271,,https://www.tiktok.com/@s0yy44/video/7524283133357870344,,,,,,,,,,
TT0250,7420153304044358954,kbeauty,sydlywydly,korean skincare for beginners for your skin type! HIGHLY REQUESTED__ #koreanskincare #kbeauty #skincare #recommendations #fyp #cleanbeauty,"cleanbeauty,fyp,kbeauty,koreanskincare,recommendations,skincare",51200,631,3024,,https://www.tiktok.com/@sydlywydly/video/7420153304044358954,,,,,,,,,,
TT0251,7457301829353737503,kbeauty,izzychen,"we all know the viral kbeauty products but these are the ones i hope get a lot more attention this year bc they�re *that* good

Products mentioned:
@Arencia green artisan cleanser
@ROUND LAB camellia deep collagen mask
@PURITO SEOUL mighty bamboo panthenol cream

#kbeauty #koreanskincare #koreanskincareproducts #bestskincare #collagenmask","bestskincare,collagenmask,kbeauty,koreanskincare,koreanskincareproducts",52700,464,2820,,https://www.tiktok.com/@izzychen/video/7457301829353737503,,,,,,,,,,
TT0252,7527341574104042766,kbeauty,songofskin,High functioning skincare always wins for me __________ #rejuall #pdrn #celimax #skincare101 #darkspots #skincare #glowyskin #skinglow,"celimax,darkspots,glowyskin,pdrn,rejuall,skincare,skincare101,skinglow",81800,380,10300,,https://www.tiktok.com/@songofskin/video/7527341574104042766,,,,,,,,,,
TT0253,7332943023661223200,kbeauty,olafflee,"8 step korean skincare routine & steps included! __ I�m obsessed with all these products ~

products used;
@thankyoufarmer.uk rice clay to foam cleanser
@imfrom_us rice mask
@mediheal_official collagen ampoule pads
@Aromatica rose infusion treatment toner
@mixsoon_official bean esssence
@Dr.Jart+ UK hylauronic acid cryo rubber mask
thank you farmer rice gel & cream
@LANEIGE Europe lip mask

#koreanskincare #kbeauty #skincareroutine #sheetmask","kbeauty,koreanskincare,sheetmask,skincareroutine",793300,4289,11000,,https://www.tiktok.com/@olafflee/video/7332943023661223200,,,,,,,,,,
TT0254,7370718478954712338,kbeauty,ninni.angel,No bc we all have such different skin__ pls dont hurt me __________ #kbeauty #koreanskincare #kbeautyskincare #kbeautytips #glassskin #koreanbeauty,"glassskin,kbeauty,kbeautyskincare,kbeautytips,koreanbeauty,koreanskincare",17800,130,292,,https://www.tiktok.com/@ninni.angel/video/7370718478954712338,,,,,,,,,,
TT0255,7359326440120323374,kbeauty,chueog._,plus the packaging is pink _______ | skincare from @SKIN1004 Official !!#skin1004 #koreanskincare #kbeauty #korea #skincare #pores #largepores #poreminimizer #glassskin #clean #girl #pink #oliveyoung #yesstyle #fyp,"clean,fyp,girl,glassskin,kbeauty,korea,koreanskincare,largepores,oliveyoung,pink,poreminimizer,pores,skin1004,skincare,yesstyle",109300,982,4417,,https://www.tiktok.com/@chueog._/video/7359326440120323374,,,,,,,,,,
TT0256,7428626071907503392,kbeauty,nancychel,Clear skin routine __ � #skincare #skincareroutine #skincaretips #glassskin #trending #viral #fyp #koreanskincare,"fyp,glassskin,koreanskincare,skincare,skincareroutine,skincaretips,trending,viral",222900,4796,5525,,https://www.tiktok.com/@nancychel/video/7428626071907503392,,,,,,,,,,
TT0257,7489067296464538926,kbeauty,laemekiia,"the cutest makeup from @YesStyle ___ and they�re currently having their mega sale with 1000s of products up to 50% off!

for everything less than 50% off, you can use code LEAKB15 for an additional 15% discount for 72h.

@Dasique Global water dewy gel cushion & mood shadow palette
YesStyle mystery box
Fenmo strawberry fragrance candle
@Rom&nd US glasting color gloss
@House of Hur moist ampoule blusher
Nuse mousse care cheek

#KBeauty #KoreanMakeup #cutemakeup #koreanbeauty #cushionfoundation #lipgloss #koreanliptint #koreancosmetics #yesstyle #yesstylehaul #bestmakeup","bestmakeup,cushionfoundation,cutemakeup,kbeauty,koreanbeauty,koreancosmetics,koreanliptint,koreanmakeup,lipgloss,yesstyle,yesstylehaul",72400,428,3356,,https://www.tiktok.com/@laemekiia/video/7489067296464538926,,,,,,,,,,
TT0258,7548150990172687671,kbeauty,bedside_convo,and i still love these brands! their OTHER products are great�but these ones __ #koreanskincare #ultabeauty #skincaretips #deinfluencing #foryoupage,"deinfluencing,foryoupage,koreanskincare,skincaretips,ultabeauty",48800,350,870,,https://www.tiktok.com/@bedside_convo/video/7548150990172687671,,,,,,,,,,
TT0259,7411210088414711057,kbeauty,aeiezo.pdf,#wonyoungism :: glowy skincare routine!! literally like glass skin !!made my skin so plump and hydrated <333 @COSRX Official @VTcosmetics_official @TORRIDEN US @anua_global @MEDIHEAL @innisfreeindonesia #WONYOUNG #koreanglassskin #koreanskincareroutine #skincareroutine #glowyskincareroutine #kbeauty #koreanskincare #korean #glossy #moots? #wonyoungism #nightroutine #doublecleanse #toner #reedleshot #torriden #anua,"anua,doublecleanse,glossy,glowyskincareroutine,kbeauty,korean,koreanglassskin,koreanskincare,koreanskincareroutine,moots?,nightroutine,reedleshot,skincareroutine,toner,torriden,wonyoung,wonyoungism",125200,903,2006,,https://www.tiktok.com/@aeiezo.pdf/video/7411210088414711057,,,,,,,,,,
TT0260,7437513705698512144,kbeauty,chxrry.glowy,#fully #fullygreentomatoclaymask #claymaskcleanser #cloggedpores #kbeauty #kbeautyskincare @FULLY Skincare #koreangirl #skincareproducts #skincaretips #claymask #glowyskin #skintok #flakeyskin #foryour #porecleansing #greentomato #porecare,"claymask,claymaskcleanser,cloggedpores,flakeyskin,foryour,fully,fullygreentomatoclaymask,glowyskin,greentomato,kbeauty,kbeautyskincare,koreangirl,porecare,porecleansing,skincareproducts,skincaretips,skintok",969400,1777,25400,,https://www.tiktok.com/@chxrry.glowy/video/7437513705698512144,,,,,,,,,,
TT0261,7022221551147683073,kbeauty,chocomousse0916,____ __ ___ _____ ___ _ __ ____ _____ _______#EUE#______EUE ____ ____?#fyp_#_____ #__,"eue,fypシ,댓글달아줘,추천,필라테스강사eue",1633,54,28,,https://www.tiktok.com/@chocomousse0916/video/7022221551147683073,,,,,,,,,,
TT0262,7410991262108519723,kbeauty,aylennpark,Have you guys tried any of these products before?__ K-beauty is truly amazing__ #kbeauty #skincare #koreanskincare #skincaretips #korean,"kbeauty,korean,koreanskincare,skincare,skincaretips",192600,624,13600,,https://www.tiktok.com/@aylennpark/video/7410991262108519723,,,,,,,,,,
TT0263,7216402439371607301,kbeauty,claude_vr,K Beauty brands that are not popular in Korea ____ #kbeauty #kbeautybrands #kbeautyinfluencer #kbeautyproducts #kbeautytiktok,"kbeauty,kbeautybrands,kbeautyinfluencer,kbeautyproducts,kbeautytiktok",109300,307,832,,https://www.tiktok.com/@claude_vr/video/7216402439371607301,,,,,,,,,,
TT0264,7545267055688289567,kbeauty,krystallee2222,Korean women�s oldest beauty secret ___ . . . #kbeauty #ricemask #skincare #koreanskincare #riceskincare,"kbeauty,koreanskincare,ricemask,riceskincare,skincare",3509,41,246,,https://www.tiktok.com/@krystallee2222/video/7545267055688289567,,,,,,,,,,
TT0265,7504231276581244166,kbeauty,dearwonii_,Be unrecognizable before the school officially starts _�__ // glow up guide series __#glowup#glowupguide#mixsoon#skincare#acne#collagenmask#exfoliate#enhypen#skincare #kbeauty#beauty#fyp #fyp__ #targetaudience,"acne,beauty,collagenmask,enhypen,exfoliate,fyp,fypシ゚,glowup,glowupguide,kbeauty,mixsoon,skincare,targetaudience",825600,3562,21000,,https://www.tiktok.com/@dearwonii_/video/7504231276581244166,,,,,,,,,,
TT0266,7522814257935715592,kbeauty,fineashley,full face of @Unleashia Global ____ #unleashia #kbeauty #grwm #beauty,"beauty,grwm,kbeauty,unleashia",214500,302,5885,,https://www.tiktok.com/@fineashley/video/7522814257935715592,,,,,,,,,,
TT0268,7550292775682493703,kbeauty,itsseansolo,hongdae guy morning routine #torridenpartner #torriden #kbeauty #koreanskincare #skincaretips,"kbeauty,koreanskincare,skincaretips,torriden,torridenpartner",139500,1643,10500,,https://www.tiktok.com/@itsseansolo/video/7550292775682493703,,,,,,,,,,
TT0269,7383269401929223457,kbeauty,444.jennie,i�ll never get out of a plank for these @dasique _______(i�m planking above the last row) @Dasique Global #dasique #kbeauty #foryoupage #foryou #fypage #fyp,"dasique,foryou,foryoupage,fyp,fypage,kbeauty",1300000,9715,34100,,https://www.tiktok.com/@444.jennie/video/7383269401929223457,,,,,,,,,,
TT0270,7540753560082910519,kbeauty,kbeautty,I can not make this up _________,,12000,490,2729,,https://www.tiktok.com/@kbeautty/video/7540753560082910519,,,,,,,,,,
